WGS84위도,WGS84경도
37.5525,127.0077
37.5541,127.0095
37.5565,127.0112
37.5582,127.0112
37.557,127.0107
37.5594,127.0118
37.5602,127.0118
37.5602,127.0104
37.5595,127.0091
37.5591,127.0099
37.5585,127.0101
37.5565,127.0103
37.5543,127.008
37.554,127.0083
37.5539,127.0075
37.5523,127.0057
37.5645,127.0146
37.564,127.0117
37.5639,127.0121
37.5625,127.0099
37.5591,127.0028
37.5589,127.015
37.5565,127.0162
37.5561,127.0115
37.5576,127.0157
37.557,127.0136
37.5595,127.0146
37.5566,127.0152
37.56,126.9925
37.5586,126.9954
37.5609,126.9999
37.5553,126.9946
37.5563,126.9965
37.5571,126.9965
37.5579,126.9965
37.5615,126.9979
37.5605,126.9955
37.5587,126.9892
37.5595,126.9888
37.5616,126.9941
37.5608,126.9965
37.558,126.989
37.557,126.9955
37.5561,126.9935
37.5576,126.996
37.5565,126.9944
37.5673,127.0183
37.5509,127.0064
37.5505,127.0052
37.5504,127.0061
37.5501,127.005
37.5513,127.0051
37.5518,127.0058
37.552,127.0042
37.5521,127.0055
37.5522,127.0069
37.552,127.0045
37.5564,127.0079
37.5488,127.0068
37.5504,127.0043
37.5518,127.0039
37.5521,127.0032
37.5489,127.0065
37.5611,127.0111
37.5559,127.0089
37.5605,127.015
37.5617,127.0204
37.5646,126.9915
37.5656,127.022
37.5651,127.0197
37.5578,126.9814
37.5616,127.0097
37.5636,127.0218
37.5579,127.0116
37.5635,127.0183
37.5549,126.9647
37.5558,126.9676
37.5578,126.9735
37.5546,126.9741
37.5567,126.9802
37.5567,126.9825
37.556,126.9819
37.5568,126.9806
37.5574,126.9718
37.5575,126.972037
37.5617,126.9805
37.5613,126.9807
37.5573,126.9787
37.5543,126.9746
37.5549,126.9747
37.5583,126.9828
37.5583,126.9831
37.5648,126.9769
37.5612,126.9894
37.5622,126.9923
37.5613,126.9954
37.5566,126.9935
37.5578,126.9956
37.555,126.9956
37.5612,126.998
37.5606,126.9982
37.5591,126.9973
37.5565,126.9957
37.5585,126.9969
37.5602,126.9969
37.5559,126.9937
37.5586,126.9885
37.5602,126.9902
37.5507,127.0058
37.552,127.0062
37.5506,127.0072
37.5548,127.0071
37.5491,127.0058
37.5507,127.005
37.5503,127.0055
37.5538,127.0045
37.5549,127.008
37.5552,127.0067
37.5523,127.0136
37.5539,127.0144
37.5533,127.0146
37.5536,127.0126
37.5527,127.0128
37.5526,127.0092
37.5526,127.0108
37.5522,127.009
37.5495,127.0079
37.553,127.0102
37.5533,127.0112
37.5525,127.0116
37.5481,127.0109
37.5584,127.0158
37.5584,127.0158
37.5592,127.0142
37.5567,127.0142
37.5573,127.0134
37.557,127.0155
37.5569,127.0158
37.5691,127.0223
37.5687,127.023
37.569,127.0203
37.569,127.0181
37.5704,127.0196
37.5665,127.018
37.562,126.9905
37.5661,127.0186
37.5581,126.9829
37.5597,127.0149
37.5643,126.9876
37.559,126.9812
37.5668,126.992
37.5692,127.0072
37.5622,126.9748
37.5608,126.996
37.5667,126.9843
37.5551,127.0102
37.5573,127.0092
37.5603,126.9683
37.5617,127.0173
37.5547,127.012
37.5622,127.0143
37.559,126.9825
37.5598,126.9822
37.5644,126.9929
37.5593,126.9798
37.5612,126.9981
37.5667,127.0126
37.5659,127.0174
37.5613,127.0114
37.5634,127.0151
37.5649,127.0169
37.5618,127.0211
37.5573,127.0146
37.5534,126.9971
37.5617,126.9916
37.5606,126.9954
37.5597,126.9975
37.559,126.9983
37.5611,126.9973
37.5653,127.0032
37.5679,127.0077
37.5689,127.0094
37.5678,127.0087
37.5672,127.0083
37.5671,127.0071
37.5658,127.0056
37.5648,127.009
37.5649,127.0081
37.565,127.0041
37.5644,127.0045
37.5655,127.0057
37.5656,127.0066
37.5645,127.0061
37.5644,127.0004
37.5662,127.0015
37.5685,127.0001
37.5673,126.9991
37.5678,126.9991
37.5679,127.0011
37.5633,127.0017
37.563,126.9991
37.5637,127.0004
37.5656,126.999
37.556,127.0174
37.5567,127.013
37.556,127.0138
37.5554,127.0123
37.5586,127.0132
37.5515,127.0112
37.5464,127.0087
37.5496,127.0122
37.555,127.012
37.5512,127.0045
37.5588,127.0009
37.5596,127.0008
37.5591,127.0004
37.559,127.0014
37.561,127.0018
37.5607,127.0013
37.5616,127.0002
37.5624,127.0039
37.5633,127.0057
37.5623,127.006
37.5599,127.0022
37.5622,127.0012
37.5628,127.0095
37.5639,126.9902
37.5672,126.9908
37.5679,126.9895
37.5672,126.9999
37.5625,126.9935
37.567,126.9965
37.568,126.9965
37.5666,127.0144
37.5539,127.0107
37.5534,127.0152
37.5522,127.0139
37.5687,126.999
37.5672,126.9978
37.5634,126.9918
37.5671,126.9946
37.5668,126.9904
37.5673,126.9969
37.5674,126.9921
37.5641,126.9912
37.5647,126.9922
37.563,126.994
37.566,127.0036
37.566,126.999
37.5658,126.9936
37.5592,127.0011
37.5629,127.0087
37.5585,127.0022
37.5602,127.0019
37.5624,127.0094
37.5626,127.0016
37.5608,127.0083
37.561,127.0083
37.5611,127.001
37.5639,126.9939
37.5656,127.0043
37.5629,126.9952
37.5655,126.991
37.5656,126.9905
37.5579,126.9841
37.5576,126.9867
37.5603,126.9865
37.5582,126.9837
37.5578,126.9844
37.5638,126.9849
37.5593,126.986
37.5597,126.9846
37.5636,126.9845
37.5648,126.9864
37.5572,126.9835
37.5602,126.9842
37.5596,126.9864
37.5576,126.9859
37.5586,126.9831
37.559,126.9859
37.5607,126.9773
37.5613,126.9803
37.5584,126.9686
37.5591,126.9638
37.5576,126.9634
37.5545,126.9663
37.5523,126.9623
37.5596,126.9673
37.5591,126.965
37.5572,126.9639
37.5613,126.9678
37.5584,126.9674
37.5562,126.9803
37.5567,126.9787
37.5586,126.9727
37.5562,126.9733
37.5589,126.9839
37.5616,126.9857
37.5542,127.0122
37.5574,127.0146
37.5535,127.0051
37.5597,127.0141
37.5625,127.0206
37.5629,127.0216
37.5619,127.0214
37.5633,127.0239
37.5649,127.0168
37.5651,127.0188
37.5642,127.0192
37.5651,127.0213
37.5644,127.0221
37.5638,127.0204
37.5634,127.0207
37.563,127.0229
37.5621,127.023
37.5645,127.0238
37.5641,127.0258
37.5641,127.0265
37.5616,127.0187
37.5632,127.0192
37.5625,127.0183
37.5607,127.0208
37.5613,127.02
37.563,127.0168
37.5545,127.017
37.5603,126.9717
37.56,126.9716
37.5504,127.0137
37.5488,127.0104
37.5566,126.9651
37.557,126.9665
37.5566,126.9676
37.5575,126.966
37.5591,126.9691
37.5575,126.9681
37.5581,126.9634
37.5583,126.9628
37.5571,126.9656
37.5613,126.9684
37.5608,126.9686
37.5608,126.9689
37.56,126.9693
37.5599,126.9703
37.5602,126.9703
37.5604,126.9699
37.5607,126.9697
37.5609,126.9696
37.5628,126.9755
37.563,127.0242
37.5627,127.0248
37.5679,126.9867
37.5557,126.9636
37.5557,126.9643
37.5552,126.964
37.5553,126.9645
37.5556,126.965
37.5559,126.9651
37.5562,126.9656
37.5559,126.966
37.5569,126.9816
37.559,126.9802
37.5576,126.9825
37.5582,126.9781
37.5561,126.9811
37.5576,126.9794
37.5575,126.9773
37.5546,126.9806
37.5557,126.981
37.5574,126.982
37.5562,126.9773
37.5568,126.9791
37.5629,126.9731
37.5687,126.9742
37.5667,126.9709
37.5647,126.9688
37.5622,126.9746
37.564,126.9695
37.5692,126.9744
37.5663,126.9692
37.562,126.9731
37.5623,126.9704
37.5598,126.9875
37.5575,126.9852
37.5586,126.9866
37.5569,126.9841
37.557,126.9838
37.5568,126.9858
37.5564,126.985
37.5679,126.98
37.545,127.0082
37.5684,126.9713
37.5679,126.9716
37.564,126.9687
37.5682,126.9849
37.5682,126.9808
37.5681,126.9807
37.5643,127.005
37.5639,127.0002
37.5638,126.9994
37.5642,126.9727
37.5521,127.0051
37.5522,127.0049
37.5512,127.0057
37.5558,127.014
37.5556,127.0138
37.5625,127.0245
37.5625,127.025
37.5629,127.0251
37.5637,127.0184
37.5639,127.0189
37.5634,127.0143
37.5528,127.0126
37.5561,127.0164
37.5559,127.0163
37.5578,126.9954
37.5526,127.0058
37.5543,127.0086
37.5572,126.9632
37.5576,127.017
37.5606,127.0207
37.5568,126.9661
37.5639,127.0189
37.5639,127.0189
37.5677,127.0041
37.5674,127.0033
37.5678,127.0029
37.5654,126.9891
37.5494,127.0104
37.5618,126.9775
37.5667,126.9816
37.5639,126.9779
37.568,126.9814
37.5627,126.9766
37.5668,126.9799
37.5689,126.9794
37.5629,126.9773
37.5678,126.9809
37.5662,126.9793
37.569,126.9774
37.5638,126.9819
37.5614,126.9791
37.5673,126.9805
37.5619,126.9783
37.5571,126.9758
37.5576,126.974
37.5575,126.9715
37.559,126.9753
37.5595,126.9717
37.5578,126.9735
37.5542,126.9765
37.5638,126.973
37.5671,126.9691
37.565,126.9713
37.5625,126.977
37.5595,126.9759
37.5595,126.9759
37.5599,126.9749
37.5603,126.9754
37.5653,126.9736
37.5677,126.9696
37.5655,126.9775
37.5588,126.9683
37.5556,126.9673
37.5597,126.9759
37.5579,126.9771
37.5609,126.9782
37.5598,126.98
37.5604,126.9786
37.5584,126.9762
37.5606,126.9796
37.5614,126.9808
37.5586,126.9772
37.5589,126.9765
37.5591,126.9787
37.5587,126.9781
37.5601,126.9661
37.5569,126.9646
37.5582,126.9643
37.5575,126.9671
37.5527,126.9633
37.5557,126.9635
37.5602,127.0183
37.5601,127.0182
37.5515,127.0134
37.5679,127.0181
37.5674,127.018
37.5599,127.014
37.569,126.9773
37.5606,127.0135
37.5635,126.9713
37.5634,126.9713
37.5579,126.9955
37.5646,126.9885
37.5647,126.9872
37.5648,126.9872
37.5648,126.9871
37.5647,126.9871
37.568,126.9804
37.5526,126.9629
37.5526,126.9628
37.5595,127.0206
37.5593,127.0208
37.5593,127.0209
37.5609,126.9851
37.5637,126.9835
37.5585,126.9854
37.5614,126.9841
37.565,126.9844
37.5641,126.9863
37.5648,126.9874
37.5585,126.9844
37.5607,126.9855
