자치구,안심 주소,위도,경도,CCTV 수량,수정 일시
중구,중H18보2(동호로8가길41뒷편,신당동346-453,약수하이츠보안등)1,37.5542,127.0141,1,2022-12-01
중구,중H19(동호로8라길 20 앞,신당동 346-566,약수빌라 앞)1,37.5534,127.0152,1,2022-12-01
중구,중H19보1(동호로8라길 20 앞,신당동 346-566,약수빌라 앞)1,37.5534,127.0152,1,2022-12-01
중구,중H19보2(동호로8라길 20 앞,신당동 346-566,약수빌라 앞)1,37.5534,127.0152,1,2022-12-01
중구,중H20(동호로8나길 41,신당동 309-76,지선빌라 옆),37.5522,127.0139,1,2022-12-01
중구,중H20가(동호로8나길 42,신당동 309-103,지선빌라 옆),37.5520,127.0141,1,2022-12-01
중구,중H20보1(동호로8나길 41,신당동 309-76,지선빌라 옆),37.5522,127.0139,1,2022-12-01
중구,중H20보2(동호로8나길 41, 신당동 309-76,지선빌라 옆),37.5522,127.0139,1,2022-12-01
중구,중H21보1(동호로7길 47-14,신당동372-445,주택 옆 보안등)1,37.5517,127.0115,1,2022-12-01
중구,중H21보2(동호로7길 47-14,신당동372-445,주택 옆 보안등)1,37.5517,127.0115,1,2022-12-01
중구,중H21보3(동호로7길 47-14,신당동372-445,주택 옆 보안등)1,37.5517,127.0115,1,2022-12-01
중구,중H22보1(다산로8길16-8_),37.5523,127.0102,1,2022-12-01
중구,중H22보2(다산로8길16-8_),37.5523,127.0102,1,2022-12-01
중구,중I22(을지로 27길 40,주교동 67,한성문화사 옆)1,37.5687,126.9990,1,2022-12-01
중구,중I22보1(을지로 27길 40,주교동 67,한성문화사 옆)1,37.5687,126.9990,1,2022-12-01
중구,중I22보2(을지로 27길 40,주교동 67,한성문화사 옆)1,37.5687,126.9990,1,2022-12-01
중구,중I23(창경궁로 5길 6,산림동 16,대원미싱 앞 전신주)1,37.5672,126.9978,1,2022-12-01
중구,중I23보1(창경궁로 5길 6,산림동 16,대원미싱 앞 전신주)1,37.5672,126.9978,1,2022-12-01
중구,중I23보2(창경궁로 5길 6,산림동 16,대원미싱 앞 전신주)1,37.5672,126.9978,1,2022-12-01
중구,중I24(퇴계로27길 35,초동 53-2,건물 앞 가로등)1,37.5634,126.9918,1,2022-12-01
중구,중I24보1(퇴계로27길 35,초동 53-2,건물 앞 가로등)1,37.5634,126.9918,1,2022-12-01
중구,중I24보2(퇴계로27길 35,초동 53-2,건물 앞 가로등)1,37.5634,126.9918,1,2022-12-01
중구,중I24보3(퇴계로27길 35,초동 53-2,건물 앞 가로등)1,37.5634,126.9918,1,2022-12-01
중구,중I25(을지로17길 12,산림동 289,환경미화원 휴게실 앞)1,37.5671,126.9946,1,2022-12-01
중구,중I25보1(을지로17길 12,산림동 289,환경미화원 휴게실 앞)1,37.5671,126.9946,1,2022-12-01
중구,중I25보2(을지로17길 12,산림동 289,환경미화원 휴게실 앞)1,37.5671,126.9946,1,2022-12-01
중구,중I26(충무로9길 37-1,을지로3가 5-16,동화빌딩 옆),37.5668,126.9904,1,2022-12-01
중구,중I26보1(충무로9길 37-1,을지로3가 5-16,동화빌딩 옆),37.5668,126.9904,1,2022-12-01
중구,중I26보2(충무로9길 37-1,을지로3가 5-16,동화빌딩 옆),37.5668,126.9904,1,2022-12-01
중구,중I27(창경궁로5나길 3,산림동 47-1,한양식당 앞),37.5673,126.9969,1,2022-12-01
중구,중I27보1(창경궁로5나길 3,산림동 47-1,한양식당 앞),37.5673,126.9969,1,2022-12-01
중구,중I27보2(창경궁로5나길 3,산림동 47-1,한양식당 앞),37.5673,126.9969,1,2022-12-01
중구,중I28(충무로11길 6,동하종합기계 앞),37.5674,126.9921,1,2022-12-01
중구,중I28보1(충무로11길 6,동하종합기계 앞),37.5674,126.9921,1,2022-12-01
중구,중I28보2(충무로11길 6,동하종합기계 앞),37.5674,126.9921,1,2022-12-01
중구,중I29보1(을지로30길 52,만물상회 앞),37.5648,126.9991,1,2022-12-01
중구,중I29보2(을지로30길 52,만물상회 앞),37.5648,126.9991,1,2022-12-01
중구,중I29보3(을지로30길 52,만물상회 앞),37.5648,126.9991,1,2022-12-01
중구,중I30(수표로12길 18,나인트리프리미어호텔 앞 사거리),37.5641,126.9912,1,2022-12-01
중구,중I30보1(수표로12길 18,나인트리프리미어호텔 앞 사거리),37.5641,126.9912,1,2022-12-01
중구,중I30보2(수표로12길 18,나인트리프리미어호텔 앞 사거리),37.5641,126.9912,1,2022-12-01
중구,중I30보3(수표로12길 18,나인트리프리미어호텔 앞 사거리),37.5641,126.9912,1,2022-12-01
중구,중I31(을지로14길 31,만선 앞),37.5647,126.9922,1,2022-12-01
중구,중I31보1(을지로14길 31,만선 앞),37.5647,126.9922,1,2022-12-01
중구,중I32보1(창경궁로5가길 23,우정식당 옆),37.5680,126.9972,1,2022-12-01
중구,중I32보2(창경궁로5가길 23,우정식당 옆),37.5680,126.9972,1,2022-12-01
중구,중I32보3(창경궁로5가길 23,우정식당 옆),37.5680,126.9972,1,2022-12-01
중구,중I33(마른내로4길25-10_),37.5630,126.9940,1,2022-12-01
중구,중I33보1(마른내로4길25-10_),37.5630,126.9940,1,2022-12-01
중구,중I33보2(마른내로4길25-10_),37.5630,126.9940,1,2022-12-01
중구,중I34(동호로37길33-12_),37.5687,126.9998,1,2022-12-01
중구,중I34보1(동호로37길33-12_),37.5687,126.9998,1,2022-12-01
중구,중I35(을지로 38길 20_),37.5660,127.0036,1,2022-12-01
중구,중I35가1(을지로 5가 133-1),37.5656,127.0036,1,2022-12-01
중구,중I35보1(을지로 38길 20_),37.5660,127.0036,1,2022-12-01
중구,중I35보2(을지로 38길 20_),37.5660,127.0036,1,2022-12-01
중구,중I35보3(을지로 38길 20_),37.5660,127.0036,1,2022-12-01
중구,중I36보1(동호로 356-13_),37.5522,127.0069,1,2022-12-01
중구,중I37(을지로28길 16_을지경노당 앞),37.5660,126.9990,1,2022-12-01
중구,중I37보1(을지로28길 16_을지경노당 앞),37.5660,126.9990,1,2022-12-01
중구,중I37보2(을지로28길 16_을지경노당 앞),37.5660,126.9990,1,2022-12-01
중구,중J24(동호로25길 37-5,장충동2가 193-148,주택가골목화단위),37.5592,127.0011,1,2022-12-01
중구,중J24가1(동호로25길37-46_),37.5593,127.0012,1,2022-12-01
중구,중J24보1(동호로25길37-5,장충동2가193-148,주택가골목화단위),37.5592,127.0011,1,2022-12-01
중구,중J25(장충단로8나길 13,장충동1가 38-7,주택가 전주 옆),37.5629,127.0087,1,2022-12-01
중구,중J25가1(장충단로8나길 11-26,광희동2가 217-5,주택가담장옆),37.5631,127.0088,1,2022-12-01
중구,중J25가2(장충단로8나길 11-26,광희동2가 217-5,주택가담장옆),37.5631,127.0088,1,2022-12-01
중구,중J25보1(장충단로8나길 13,장충동1가 38-7,주택가 전주 옆),37.5629,127.0087,1,2022-12-01
중구,중J25보2(장충단로8나길 13,장충동1가 38-7,주택가 전주 옆),37.5629,127.0087,1,2022-12-01
중구,중J26(동호로25가길 13,장충동2가 193-88,힐탑세라믹빌라 앞),37.5585,127.0022,1,2022-12-01
중구,중J26보1(동호로25가길 13,장충동2가 193-88,힐탑세라믹빌라앞),37.5585,127.0022,1,2022-12-01
중구,중J26보2(동호로25가길 13,장충동2가 193-88,힐탑세라믹빌라앞),37.5585,127.0022,1,2022-12-01
중구,중J27(동호로27길 21,묵정동 21-4,충무어린이집 앞),37.5602,127.0019,1,2022-12-01
중구,중J27보1(동호로27길 21,묵정동 21-4,충무어린이집 앞),37.5602,127.0019,1,2022-12-01
중구,중J28가1(장충단로7가길 10,장충동2가 104-1),37.5620,127.0054,1,2022-12-01
중구,중J28가2(장충단로7가길 10,장충동2가 104-1),37.5620,127.0054,1,2022-12-01
중구,중J28보1(퇴계로56가길 8,장충동2가 112-30),37.5618,127.0052,1,2022-12-01
중구,중J28보2(퇴계로56가길 8,장충동2가 112-30),37.5618,127.0052,1,2022-12-01
중구,중J28보3(퇴계로56가길 8,장충동2가 112-30),37.5618,127.0052,1,2022-12-01
중구,중J29보1(퇴계로56길 58-8,장충동2가 47-8),37.5614,127.0051,1,2022-12-01
중구,중J29보2(퇴계로56길 58-8,장충동2가 47-8),37.5614,127.0051,1,2022-12-01
중구,중J30보1(장충단로 88,중부수도사업소 뒷길),37.5535,127.0041,1,2022-12-01
중구,중J30보2(장충단로 88,중부수도사업소 뒷길),37.5535,127.0041,1,2022-12-01
중구,중J31보1(장충단로7길 21-7,주택가 골목),37.5621,127.0051,1,2022-12-01
중구,중J31보2(장충단로7길 21-7,주택가 골목),37.5621,127.0051,1,2022-12-01
중구,중J32(장충단로8길51-3_),37.5624,127.0094,1,2022-12-01
중구,중J32보1(장충단로8길51-3_),37.5624,127.0094,1,2022-12-01
중구,중J33(동호로313-22_),37.5626,127.0016,1,2022-12-01
중구,중J33보1(동호로313-22_),37.5626,127.0016,1,2022-12-01
중구,중J34보1(장충동1가50-3,장충단로6길54,한국장학재단 서울센터 앞),37.5604,127.0091,1,2022-12-01
중구,중J34보2(장충동1가50-3,장충단로6길54,한국장학재단 서울센터 앞),37.5604,127.0091,1,2022-12-01
중구,중J35(장충동1가 48-10,장충단로6길38,영하빌라 삼거리),37.5608,127.0083,1,2022-12-01
중구,중J35보1(장충동1가 48-10,장충단로6길38,영하빌라 삼거리),37.5608,127.0083,1,2022-12-01
중구,중J35보2(장충동1가 48-10,장충단로6길38,영하빌라 삼거리),37.5608,127.0083,1,2022-12-01
중구,중J36(장충단로6가길 26,장충단로6가길 26,샘 미용실 앞),37.5610,127.0083,1,2022-12-01
중구,중J36보1(장충단로6가길 26,장충단로6가길 26,샘 미용실 앞),37.5610,127.0083,1,2022-12-01
중구,중J36보2(장충단로6가길 26,장충단로6가길 26,샘 미용실 앞),37.5610,127.0083,1,2022-12-01
중구,중J37보1(장충동1가 38-17,장충단로8가길2-7,금성빌딩 앞),37.5624,127.0085,1,2022-12-01
중구,중J37보2(장충동1가 38-17,장충단로8가길2-7,금성빌딩 앞),37.5624,127.0085,1,2022-12-01
중구,중J38가1(장충단로6가길54,장충 퍼시픽하우스 앞 골목길),37.5614,127.0092,1,2022-12-01
중구,중J38가2(장충단로6가길54,장충 퍼시픽하우스 앞 골목길),37.5614,127.0092,1,2022-12-01
중구,중J38보1(장충동1가 46-7,장충단로6가길42-1,명진빌 부근),37.5611,127.0093,1,2022-12-01
중구,중J38보2(장충동1가 46-7,장충단로6가길42-1,명진빌 부근),37.5611,127.0093,1,2022-12-01
중구,중J38보3(장충동1가 46-7,장충단로6가길42-1,명진빌 부근),37.5611,127.0093,1,2022-12-01
중구,중J39보1(장충동1가 48-4,장충단로6가길18,풍경이 있는 집 부근),37.5614,127.0076,1,2022-12-01
중구,중J39보2(장충동1가 48-4,장충단로6가길18,풍경이 있는 집 부근),37.5614,127.0076,1,2022-12-01
중구,중J40(퇴계로50길 33-2_충무아파트사거리),37.5611,127.0010,1,2022-12-01
중구,중J40보1(퇴계로50길 33-2_충무아파트사거리),37.5611,127.0010,1,2022-12-01
중구,중J40보2(퇴계로50길 33-2_충무아파트사거리),37.5611,127.0010,1,2022-12-01
중구,중J40보3(퇴계로50길 33-2_충무아파트사거리),37.5611,127.0010,1,2022-12-01
중구,중J41(동호로25길 3_사슴떡볶이앞),37.5591,127.0028,1,2022-12-01
중구,중J41보1(동호로25길 3_사슴떡볶이앞),37.5591,127.0028,1,2022-12-01
중구,중J41보2(동호로25길 3_사슴떡볶이앞),37.5591,127.0028,1,2022-12-01
중구,중J41보3(동호로25길 3_사슴떡볶이앞),37.5591,127.0028,1,2022-12-01
중구,중L19(다산로 28나길 19,신당동 321-9,다세대주택 앞 전신주),37.5589,127.0150,1,2022-12-01
중구,중L19보1(다산로 28나길 19,신당동 321-9,다세대주택앞 전신주),37.5589,127.0150,1,2022-12-01
중구,중L19보2(다산로 28나길 19,신당동 321-9,다세대주택앞 전신주),37.5589,127.0150,1,2022-12-01
중구,중L20(다산로24가길 23,신당동 333-260,문화마당 옆),37.5565,127.0162,1,2022-12-01
중구,중L20보1(다산로24가길 23,신당동 333-260,문화마당 옆),37.5565,127.0162,1,2022-12-01
중구,중L20보2(다산로24가길 23,신당동 333-260,문화마당 옆),37.5565,127.0162,1,2022-12-01
중구,중L20보3(다산로24가길 23,신당동 333-260,문화마당 옆),37.5565,127.0162,1,2022-12-01
중구,중L21(다산로 138 앞,신당동 369-76,버스정류장 옆 인도),37.5561,127.0115,1,2022-12-01
중구,중L21보1(다산로 138 앞,신당동 369-76,버스정류장 옆 인도),37.5561,127.0115,1,2022-12-01
중구,중L21보2(다산로 138 앞,신당동 369-76,버스정류장 옆 인도),37.5561,127.0115,1,2022-12-01
중구,중L22(다산로20길 65,신당동 333-500,건강계단 위),37.5561,127.0156,1,2022-12-01
중구,중L22보1(다산로20길 65,신당동 333-500,건강계단 위),37.5561,127.0156,1,2022-12-01
중구,중L23(청구로3다길 14,신당동 330-190,주택가 의류수거함 옆),37.5576,127.0157,1,2022-12-01
중구,중L23가1(청구로3길 39),37.5578,127.0150,1,2022-12-01
중구,중L23보1(청구로3다길 14,신당동 330-190,주택가 의류수거함옆),37.5576,127.0157,1,2022-12-01
중구,중L23보2(청구로3다길 14,신당동 330-190,,37.5576,127.0157,1,2022-12-01
중구,중L24(다산로20길26_),37.5570,127.0136,1,2022-12-01
중구,중L24보1(다산로20길26_),37.5570,127.0136,1,2022-12-01
중구,중L24보2(다산로 20길 26_),37.5570,127.0136,1,2022-12-01
중구,중L24보3(다산로 20길 26_),37.5570,127.0136,1,2022-12-01
중구,중L25(다산로28길 18),37.5595,127.0146,1,2022-12-01
중구,중L25가1(다산로28길 27),37.5595,127.0152,1,2022-12-01
중구,중L25가2(다산로28길 27),37.5595,127.0152,1,2022-12-01
중구,중L25보1(다산로28길 18),37.5595,127.0146,1,2022-12-01
중구,중L25보2(다산로28길 18),37.5595,127.0146,1,2022-12-01
중구,중L26보1(청구로3나길 13-6),37.5581,127.0160,1,2022-12-01
중구,중L26보2(청구로3나길 13-6),37.5581,127.0160,1,2022-12-01
중구,중L26보3(청구로3나길 13-6),37.5581,127.0160,1,2022-12-01
중구,중L27보1(다산로24길 73),37.5575,127.0166,1,2022-12-01
중구,중L27보2(다산로24길 73),37.5575,127.0166,1,2022-12-01
중구,중L27보3(다산로24길 73),37.5575,127.0166,1,2022-12-01
중구,중L28보1(다산로16길 43-10),37.5561,127.0145,1,2022-12-01
중구,중L28보2(다산로16길 43-10),37.5561,127.0145,1,2022-12-01
중구,중L29가1(다산로24가길 23),37.5562,127.0162,1,2022-12-01
중구,중L30(다산로22길56),37.5566,127.0152,1,2022-12-01
중구,중L30보1(다산로22길 56),37.5566,127.0152,1,2022-12-01
중구,중L30보2(다산로22길56),37.5566,127.0152,1,2022-12-01
중구,중L31보1(다산로16길 12),37.5565,127.0123,1,2022-12-01
중구,중L31보2(다산로16길 12),37.5565,127.0123,1,2022-12-01
중구,중M21(퇴계로 32길 21,필동2가 84-92,시루국밥 앞 전신주),37.5600,126.9925,1,2022-12-01
중구,중M21보1(퇴계로 32길 21,필동2가 84-92,시루국밥 앞 전신주),37.5600,126.9925,1,2022-12-01
중구,중M21보2(퇴계로 32길 21,필동2가 84-92,시루국밥 앞 전신주),37.5600,126.9925,1,2022-12-01
중구,중M22(퇴계로 36가길 38,필동2가 104-1,삼경하이빌 맞은편),37.5586,126.9954,1,2022-12-01
중구,중M22보1(퇴계로 36가길 38,필동2가 104-1,삼경하이빌 맞은편),37.5586,126.9954,1,2022-12-01
중구,중M22보2(퇴계로 36가길 38,필동2가 104-1,삼경하이빌 맞은편),37.5586,126.9954,1,2022-12-01
중구,중M22보3(퇴계로 36가길 38,필동2가 104-1,삼경하이빌 맞은편),37.5586,126.9954,1,2022-12-01
중구,중M22보4(퇴계로 36가길 38,필동2가 104-1,삼경하이빌 맞은편),37.5586,126.9954,1,2022-12-01
중구,중M23(서애로1길 34,묵정동 11-67,묵정아파트 앞 인도),37.5609,126.9999,1,2022-12-01
중구,중M23보1(서애로1길 34,묵정동 11-67,묵정아파트 앞 인도),37.5609,126.9999,1,2022-12-01
중구,중M23보2(서애로1길 34,묵정동 11-67,묵정아파트 앞 인도),37.5609,126.9999,1,2022-12-01
중구,중M24(필동로8길 36,예장동 1-136,주택가 삼거리),37.5553,126.9946,1,2022-12-01
중구,중M24보1(필동로8길 36,예장동 1-136,주택가 삼거리),37.5553,126.9946,1,2022-12-01
중구,중M25(필동로5길 18,장충동2가 산 14-48, 주택가 화단 옆),37.5563,126.9965,1,2022-12-01
중구,중M25보1(필동로5길 18,장충동2가 산 14-48, 주택가 화단 옆),37.5563,126.9965,1,2022-12-01
중구,중M26(필동로3길 17-2,장충동2가 산 14-48,계단 옆 통신주),37.5571,126.9965,1,2022-12-01
중구,중M26보1(필동로3길 17-2,장충동2가 산 14-48,계단 옆 통신주,37.5571,126.9965,1,2022-12-01
중구,중M26보2(필동로3길 17-2,장충동2가 산 14-4,계단 옆 통신주),37.5571,126.9965,1,2022-12-01
중구,중M27(필동로 35-13,필동3가49-1,인쇄소 맞은편),37.5579,126.9965,1,2022-12-01
중구,중M27보1(필동로 35-13,필동3가49-1,인쇄소 맞은편),37.5579,126.9965,1,2022-12-01
중구,중M28(서애로 12-6,충무로5가 84-1,동국 할머니네 앞),37.5615,126.9979,1,2022-12-01
중구,중M28보1(서애로 12-6,충무로5가 84-1,동국 할머니네 앞),37.5615,126.9979,1,2022-12-01
중구,중M29(퇴계로36가길 2,필동주민센터 앞),37.5605,126.9955,1,2022-12-01
중구,중M29보1(퇴계로36가길 2,필동주민센터 앞),37.5605,126.9955,1,2022-12-01
중구,중M29보2(퇴계로36가길 2,필동주민센터 앞),37.5605,126.9955,1,2022-12-01
중구,중M30보1(퇴계로 180-14,BGI빌딩 앞),37.5603,126.9911,1,2022-12-01
중구,중M30보2(퇴계로 180-14,BGI빌딩 앞),37.5603,126.9911,1,2022-12-01
중구,중M31(퇴계로26길65_서울문학의집 앞 삼거리),37.5587,126.9892,1,2022-12-01
중구,중M31보1(퇴계로26길65_서울문학의집 앞 삼거리),37.5587,126.9892,1,2022-12-01
중구,중M31보2(퇴계로26길65_서울문학의집 앞 삼거리),37.5587,126.9892,1,2022-12-01
중구,중M32(소파로4길10_남산조선총독부 앞 삼거리),37.5595,126.9888,1,2022-12-01
중구,중M32보1(소파로4길10_남산조선총독부 앞 삼거리),37.5595,126.9888,1,2022-12-01
중구,중M32보2(소파로4길10_남산조선총독부 앞 삼거리),37.5595,126.9888,1,2022-12-01
중구,중M33(퇴계로 39길 7_),37.5616,126.9941,1,2022-12-01
중구,중M33보1(퇴계로 39길 7),37.5616,126.9941,1,2022-12-01
중구,중M33보2(퇴계로 39길 7_),37.5616,126.9941,1,2022-12-01
중구,중M34(퇴계로 42길 20_),37.5608,126.9965,1,2022-12-01
중구,중M34보1(퇴계로 42길 20_),37.5608,126.9965,1,2022-12-01
중구,중M34보2(퇴계로 42길 20_),37.5608,126.9965,1,2022-12-01
중구,중M35(소파로4길33-10_),37.5580,126.9890,1,2022-12-01
중구,중M35보1(소파로4길33-10_),37.5580,126.9890,1,2022-12-01
중구,중M36(퇴계로36가길 74 앞 삼거리,필동빌딩 앞 삼거리),37.5570,126.9955,1,2022-12-01
중구,중M36보1(퇴계로36가길 74 앞 삼거리,필동빌딩 앞 삼거리),37.5570,126.9955,1,2022-12-01
중구,중M36보2(퇴계로36가길 74 앞 삼거리,필동빌딩 앞 삼거리),37.5570,126.9955,1,2022-12-01
중구,중M37(예장동 1-49),37.5561,126.9935,1,2022-12-01
중구,중M37보1(예장동 1-49),37.5561,126.9935,1,2022-12-01
중구,중M37보2(예장동 1-49),37.5561,126.9935,1,2022-12-01
중구,중N16(다산로 48길 33,황학동 755,단우물 어린이집 코너),37.5673,127.0183,1,2022-12-01
중구,중N16보1(다산로 48길 33,황학동 755,단우물 어린이집 코너),37.5673,127.0183,1,2022-12-01
중구,중N16보2(다산로 48길 33,황학동 755,단우물 어린이집 코너),37.5673,127.0183,1,2022-12-01
중구,중N16보3(다산로 48길 33,황학동 755,단우물 어린이집 코너),37.5673,127.0183,1,2022-12-01
중구,중N17(난계로17길 19-5 옆,황학동 1568,주택가 골목 입구),37.5691,127.0223,1,2022-12-01
중구,중N17보1(난계로17길 19-5 옆,황학동 1568,주택가 골목 입구),37.5691,127.0223,1,2022-12-01
중구,중N17보2(난계로17길 19-5 옆,황학동 1568,주택가 골목 입구),37.5691,127.0223,1,2022-12-01
중구,중N18(난계로15길 7,황학동 1444,세림상사 앞)1,37.5687,127.0230,1,2022-12-01
중구,중N18보1(난계로15길 7,황학동 1444,세림상사 앞)1,37.5687,127.0230,1,2022-12-01
중구,중N18보2(난계로15길 7,황학동 1444,세림상사 앞)1,37.5687,127.0230,1,2022-12-01
중구,중N19(난계로15길 63_대호주방마트 앞),37.5690,127.0203,1,2022-12-01
중구,중N19보1(난계로15길 63_대호주방마트 앞),37.5690,127.0203,1,2022-12-01
중구,중N19보2(난계로15길 63_대호주방마트 앞),37.5690,127.0203,1,2022-12-01
중구,중N20보1(퇴계로83길 30-14_사거리 전주),37.5670,127.0189,1,2022-12-01
중구,중N20보2(퇴계로83길 30-14_사거리 전주),37.5670,127.0189,1,2022-12-01
중구,중N20보3(퇴계로83길 30-14_사거리 전주),37.5670,127.0189,1,2022-12-01
중구,중N21보1(난계로11길18-8_),37.5665,127.0229,1,2022-12-01
중구,중N21보2(난계로11길18-8_),37.5665,127.0229,1,2022-12-01
중구,중N22보1(마장로14가길10-1_),37.5676,127.0216,1,2022-12-01
중구,중N22보2(마장로14가길10-1_),37.5676,127.0216,1,2022-12-01
중구,중N23(마장로3길18_),37.5690,127.0181,1,2022-12-01
중구,중N23보1(마장로3길18_),37.5690,127.0181,1,2022-12-01
중구,중N24(황학동 2436),37.5704,127.0196,1,2022-12-01
중구,중N24보1(황학동 2436),37.5704,127.0196,1,2022-12-01
중구,중N24보2(황학동 2436),37.5704,127.0196,1,2022-12-01
중구,중N24보3(황학동 2436),37.5704,127.0196,1,2022-12-01
중구,차001(통일로 30,봉래1가 126-2,오일뱅크)1,37.5583,126.9719,1,2022-12-01
중구,차001보1(통일로 30,봉래1가 126-2,오일뱅크)1,37.5583,126.9719,1,2022-12-01
중구,차002(중림로 15,중림동 182 ,삼성빌리지 102동 맞은편)1,37.5589,126.9653,1,2022-12-01
중구,차002보1(중림로 15,중림동 182,대한생명)1,37.5589,126.9653,1,2022-12-01
중구,차003(퇴계로 131,충무로2가 64-5,국민은행 명동역지점)1,37.5611,126.9866,1,2022-12-01
중구,차003보1(퇴계로 131,충무로2가 64-5,국민은행 명동역지점)1,37.5611,126.9866,1,2022-12-01
중구,차004(퇴계로 132,남산동3가 13-31,남산초교)1,37.5608,126.9864,1,2022-12-01
중구,차004보1(퇴계로 132,남산동3가 13-31,남산초교)1,37.5608,126.9864,1,2022-12-01
중구,차005(마른내로 8,저동2가 88-13,백병원 건너편),37.5646,126.9889,1,2022-12-01
중구,차005보1(마른내로 8,저동2가 88-13,백병원 건너편),37.5646,126.9889,1,2022-12-01
중구,차006(청계천로 106,수표동 62-4,수표교 보쉬앞)1,37.5679,126.9894,1,2022-12-01
중구,차006보1(청계천로 106,수표동 62-4,수표교 보쉬앞)1,37.5679,126.9894,1,2022-12-01
중구,차007(수표로 74,수표동 11-8,수표동 외환은행)1,37.5672,126.9895,1,2022-12-01
중구,차007보1(수표로 74,수표동 11-8,수표동 외환은행)1,37.5672,126.9895,1,2022-12-01
중구,차008(수표로 54-1,을지로3가 348-4,열린애드)1,37.5658,126.9898,1,2022-12-01
중구,차008보1(수표로 54-1,을지로3가 348-4,열린애드)1,37.5658,126.9898,1,2022-12-01
중구,차009(마른내로 21,저동2가 17-1,쌍용 BD)1,37.5648,126.9902,1,2022-12-01
중구,차009보1(마른내로 21,저동2가 17-1,쌍용 BD)1,37.5648,126.9902,1,2022-12-01
중구,차010(통일로 92,순화동 1-170,덕수궁롯데캐슬 주변)1,37.5640,126.9696,1,2022-12-01
중구,차010보1(통일로 92,순화동 1-170,덕수궁롯데캐슬 주변)1,37.5640,126.9696,1,2022-12-01
중구,차011(마른내로 38,초동 64-11,초동 공영주차장)1,37.5643,126.9918,1,2022-12-01
중구,차011보1(마른내로 38,초동 64-11,초동 공영주차장)1,37.5643,126.9918,1,2022-12-01
중구,차012(충무로11길 7,을지로3가 108,을지로3가역 4번출구)1,37.5674,126.9923,1,2022-12-01
중구,차012보1(충무로11길 7,을지로3가 108,을지로3가역 4번출구)1,37.5674,126.9923,1,2022-12-01
중구,차013(마른내로 75-1,인현동2가 134-11,인현동2가 기업은행)1,37.5642,126.9957,1,2022-12-01
중구,차013보1(마른내로 75-1,인현동2가 134-11,인현동2가기업은행1,37.5642,126.9957,1,2022-12-01
중구,차014(을지로 163,을지로4가 19-4,대림상가 영일조명),37.5667,126.9970,1,2022-12-01
중구,차014보1(을지로 163,을지로4가 19-4,대림상가 영일조명),37.5667,126.9970,1,2022-12-01
중구,차015(창경궁로 62,주교동 175-1,미싱상가 배오개길),37.5680,126.9981,1,2022-12-01
중구,차015보1(창경궁로 62,주교동 175-1,미싱상가 배오개길),37.5680,126.9981,1,2022-12-01
중구,차016(창경궁로 36-1,예관동 21-5,배오개길 가구상가),37.5654,126.9984,1,2022-12-01
중구,차016보1(창경궁로 36-1,예관동 21-5,배오개길 가구상가),37.5654,126.9984,1,2022-12-01
중구,차017(마른내로 101-1,오장동 69-50,오장동 함흥냉면),37.5645,126.9995,1,2022-12-01
중구,차017보1(마른내로 101-1,오장동 69-50,오장동 함흥냉면),37.5645,126.9995,1,2022-12-01
중구,차018(마른내로 121,오장동 148-17,바다회집),37.5646,127.0011,1,2022-12-01
중구,차018보1(마른내로 121,오장동 148-17,바다회집),37.5646,127.0011,1,2022-12-01
중구,차019(마른내로 133,광희동1가 281-2,현대자동차서비스센터),37.5647,127.0030,1,2022-12-01
중구,차019보1(마른내로 133,광희동1가 281-2,현대자동차서비스센터),37.5647,127.0030,1,2022-12-01
중구,차020(필동로 24,필동3가 34,필동삼거리 녹원사 앞),37.5594,126.9961,1,2022-12-01
중구,차020보1(필동로 24,필동3가 34,필동삼거리 녹원사 앞),37.5594,126.9961,1,2022-12-01
중구,차020보2(필동로 24,필동3가 34,필동삼거리 녹원사 앞),37.5594,126.9961,1,2022-12-01
중구,차021(퇴계로 307,광희동1가 216,광희빌딩),37.5645,127.0058,1,2022-12-01
중구,차021보1(퇴계로 307,광희동1가 216,광희빌딩),37.5645,127.0058,1,2022-12-01
중구,차022(다산로 236-1,신당동 101-8 , 제일공인중개사 앞),37.5640,127.0160,1,2022-12-01
중구,차022보1(다산로 236-1,신당동 101-8 , 제일공인중개사 앞),37.5640,127.0160,1,2022-12-01
중구,차023(퇴계로 345,을지로7가 15,토요코인호텔 앞),37.5647,127.0099,1,2022-12-01
중구,차023보1(퇴계로 345,을지로7가 15,토요코인호텔 앞),37.5647,127.0099,1,2022-12-01
중구,차024(퇴계로 386,신당동 247-16,충무아트홀 건너편),37.5651,127.0147,1,2022-12-01
중구,차024보1(퇴계로 386,신당동 247-16,충무아트홀 건너편),37.5651,127.0147,1,2022-12-01
중구,차025(을지로 6,소공동 91-8,서울 시청광장앞),37.5652,126.9788,1,2022-12-01
중구,차025보1(을지로 6,소공동 91-8,서울 시청광장앞),37.5652,126.9788,1,2022-12-01
중구,차026(다산로 183,신당동 309-35,우리은행 청구역지점),37.5596,127.0132,1,2022-12-01
중구,차026보1(다산로 183,신당동 309-35,우리은행 청구역지점),37.5596,127.0132,1,2022-12-01
중구,차027(청파로 447,중림동 149-21,왕궁쌀상회앞 교통섬),37.5594,126.9688,1,2022-12-01
