,Unnamed: 0.1,Unnamed: 0,개방자치단체코드,관리번호,영업상태명,소재지면적,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),경도,위도
214,214,3010000,3010000-103-1993-02379,영업/정상,86.24,100-819,서울특별시 중구 신당동 142-1 지하1층,서울특별시 중구 다산로44길 66, 지하1층 (신당동),4578,2021-11-07 21:00:00,201753.8414,451415.4454,127.0177491,37.56501946
215,215,3010000,3010000-103-1993-02389,영업/정상,142.66,100893,서울특별시 중구 신당동 370-29 ,서울특별시 중구 다산로 146 (신당동),4590,보이스노래짱,2021-11-08 21:00:00,200983.447,450479.2989,127.009028,37.55658597
216,216,3010000,3010000-103-1993-02391,영업/정상,116.75,100819,서울특별시 중구 신당동 110-10 ,서울특별시 중구 다산로44길 15 (신당동),4577,나그네,2021-11-09 21:00:00,201501.4886,451419.1997,127.0148928,37.56505371
217,217,3010000,3010000-103-1993-02408,영업/정상,78.97,100300,서울특별시 중구 초동 19-4번지 ,서울특별시 중구 마른내로 41 (초동),4550,일번지,2021-11-10 21:00:00,199267.1079,451366.7791,126.9896026,37.56458218
218,218,3010000,3010000-103-1993-02428,영업/정상,61.17,100869,서울특별시 중구 황학동 641-0번지 ,서울특별시 중구 퇴계로87길 32 (황학동),4575,영미단란주점,2021-11-11 21:00:00,201797.8723,451628.4699,127.018248,37.5669387
219,219,3010000,3010000-103-1994-02253,영업/정상,52.26,100859,서울특별시 중구 중림동 398-6번지 ,서울특별시 중구 서소문로 12 (중림동),4503,마당쇠,2021-11-12 21:00:00,196691.2699,450743.6754,126.9604505,37.55896226
220,220,3010000,3010000-103-1994-02304,영업/정상,126.44,100826,서울특별시 중구 신당동 340-77,서울특별시 중구 다산로 156 (신당동),4590,투썸,2021-11-13 21:00:00,201032.7432,450590.3635,127.0095861,37.5575866
221,221,3010000,3010000-103-1994-02324,영업/정상,137.3,100865,서울특별시 중구 태평로2가 331-0번지 ,서울특별시 중구 서소문로 134-5 (태평로2가),4514,직장인을위한국민노래밤,2021-11-14 21:00:00,197811.9519,451240.6395,126.9731326,37.56344327
222,222,3010000,3010000-103-1995-02170,영업/정상,105.69,100420,서울특별시 중구 무학동 65번지 지하1층 ,서울특별시 중구 다산로39길 19, 지하1층 (무학동),4611,2021-11-15 21:00:00,201238.604,451346.1974,127.0119172,37.56439634
223,223,3010000,3010000-103-1995-02189,영업/정상,116.18,100855,서울특별시 중구 장충동2가 7-1번지 ,서울특별시 중구 퇴계로56길 51 (장충동2가),4616,수 노래팡팡,2021-11-16 21:00:00,200435.424,451035.4662,127.0028261,37.56159736
224,224,3010000,3010000-103-1995-02196,영업/정상,101.51,100420,서울특별시 중구 무학동 33-0번지 ,서울특별시 중구 퇴계로76길 30 (무학동),4611,짱 7080,2021-11-17 21:00:00,201273.5838,451300.0261,127.012313,37.5639803
225,225,3010000,3010000-103-1995-02197,영업/정상,140.58,100080,서울특별시 중구 북창동 10-4번지 삼흥빌딩 지하1층 ,서울특별시 중구 남대문로5길 47, 삼흥빌딩 지하1층 (북창동),4526,2021-11-18 21:00:00,198044.6654,451236.6347,126.9757666,37.56340773
226,226,3010000,3010000-103-1995-02202,영업/정상,47.47,100300,서울특별시 중구 초동 21-12번지 ,서울특별시 중구 을지로14길 28 (초동),4550,안나,2021-11-19 21:00:00,199230.8907,451412.7313,126.9891926,37.56499618
227,227,3010000,3010000-103-1995-02204,영업/정상,144.38,100021,서울특별시 중구 명동1가 34-1,서울특별시 중구 명동9길 13 (명동1가),4534,앤디,2021-11-20 21:00:00,198586.0229,451347.3162,126.9818937,37.56440598
228,228,3010000,3010000-103-1995-02215,영업/정상,53.62,100819,서울특별시 중구 신당동 110-13번지 ,서울특별시 중구 다산로44길 11 (신당동),4577,프라다,2021-11-21 21:00:00,201484.2103,451415.9629,127.0146972,37.56502458
229,229,3010000,3010000-103-1995-02220,영업/정상,139.79,100-855,서울특별시 중구 장충동2가 188-8 지하1층,서울특별시 중구 동호로24길 19-21 (장충동2가, 지하1층),4617,2021-11-22 21:00:00,200360.0899,450863.3339,127.0019734,37.56004649
230,230,3010000,3010000-103-1995-02221,영업/정상,97.04,100858,서울특별시 중구 중림동 128-33번지 ,서울특별시 중구 청파로 433 (중림동),4507,카르멘가요주점,2021-11-23 21:00:00,197196.8031,450663.7065,126.9661723,37.55824346
231,231,3010000,3010000-103-1995-02222,영업/정상,98.23,100420,서울특별시 중구 무학동 22-0번지 ,서울특별시 중구 다산로 225 (무학동),4611,라이브노래타운,2021-11-24 21:00:00,201287.09,451234.9462,127.0124658,37.56339392
232,232,3010000,3010000-103-1996-02157,영업/정상,129.26,100834,서울특별시 중구 신당동 374-15번지 ,서울특별시 중구 동호로12길 6 (신당동),4607,콜라보,2021-11-25 21:00:00,200873.694,450367.2897,127.0077858,37.55557688
233,233,3010000,3010000-103-1996-02182,영업/정상,107.44,100420,서울특별시 중구 무학동 32-1번지 ,서울특별시 중구 퇴계로76길 24 (무학동),4611,벅시,2021-11-26 21:00:00,201283.3565,451322.2912,127.0124236,37.56418089
234,234,3010000,3010000-103-1996-02184,영업/정상,69.76,100862,서울특별시 중구 충무로4가 132-5 ,서울특별시 중구 퇴계로 207 (충무로4가),4557,갤럭시,2021-11-27 21:00:00,199471.2693,451041.0343,126.9919137,37.56164741
235,235,3010000,3010000-103-1996-02186,영업/정상,104.56,100824,서울특별시 중구 신당동 292-149 지하1층 ,서울특별시 중구 퇴계로78길 43 (신당동, 지하1층),4585,2021-11-28 21:00:00,201386.5987,451237.7157,127.013592,37.56341873
236,236,3010000,3010000-103-1996-02187,영업/정상,78.4,100824,서울특별시 중구 신당동 292-152,서울특별시 중구 다산로38길 11 (신당동),4585,화음열린라이브,2021-11-29 21:00:00,201381.5998,451226.0831,127.0135354,37.56331393
237,237,3010000,3010000-103-1997-02092,영업/정상,84.77,100895,서울특별시 중구 신당동 309-18번지 ,서울특별시 중구 다산로 181-2, 지하 1층 (신당동),4608,2021-11-30 21:00:00,201099.7594,450833.3061,127.0103449,37.55977541
238,238,3010000,3010000-103-1997-11692,영업/정상,80.39,100823,서울특별시 중구 신당동 247-2 (지하1층) ,서울특별시 중구 퇴계로 388-1 (신당동,(지하1층)),4611,2021-12-01 21:00:00,201232.5025,451413.7832,127.0118482,37.56500529
239,239,3010000,3010000-103-1998-02039,영업/정상,59.4,100871,서울특별시 중구 황학동 2487-0번지 ,서울특별시 중구 퇴계로 461 (황학동),4575,영영단란주점,2021-12-02 21:00:00,201962.7654,451473.158,127.020114,37.56553904
240,240,3010000,3010000-103-1998-02042,영업/정상,123.51,100411,서울특별시 중구 광희동1가 142-0 ,서울특별시 중구 을지로44길 10 (광희동1가),4561,딘농3,2021-12-03 21:00:00,200498.4975,451494.7068,127.0035403,37.56573504
241,241,3010000,3010000-103-1998-11595,영업/정상,105.66,100080,서울특별시 중구 북창동 120-3번지 1층 ,서울특별시 중구 남대문로1길 12, 1층 (북창동),4526,2021-12-04 21:00:00,197956.4873,451034.3275,126.9747691,37.56158477
242,242,3010000,3010000-103-1999-11789,영업/정상,134.09,100868,서울특별시 중구 황학동 1-0번지 ,서울특별시 중구 마장로9길 49 (황학동),4571,캐슬노래주점,2021-12-05 21:00:00,201628.0538,452025.5261,127.0163266,37.57051644
243,243,3010000,3010000-103-2000-13390,영업/정상,122.47,100842,서울특별시 중구 을지로1가 32번지 지하2층 ,서울특별시 중구 남대문로9길 51 (을지로1가,지하2층),4523,2021-12-06 21:00:00,198118.8801,451614.3629,126.9766055,37.56681118
244,244,3010000,3010000-103-2000-13391,영업/정상,102.23,100080,서울특별시 중구 북창동 20-3번지 지상2층 ,,,김미,2021-12-07 21:00:00,197911.394,451104.0823,126.9742585,37.56221314
245,245,3010000,3010000-103-2002-00018,영업/정상,136.5,100871,서울특별시 중구 황학동 2491-0 (지하1층),서울특별시 중구 난계로11길 9 (황학동,(지하1층)),4575,2021-12-08 21:00:00,201955.0531,451493.9399,127.0200267,37.56572629
246,246,3010000,3010000-103-2004-00005,영업/정상,79.58,100300,서울특별시 중구 초동 37-1 ,서울특별시 중구 충무로 36-8, 2층 (초동),4556,2021-12-09 21:00:00,199333.8666,451302.0052,126.9903582,37.56399863
247,247,3010000,3010000-103-2004-00008,영업/정상,133.5,100871,서울특별시 중구 황학동 2484-0번지 (지하1층) ,서울특별시 중구 퇴계로 457 (황학동,(지하1층)),4575,2021-12-10 21:00:00,201929.9504,451483.1444,127.0197426,37.56562908
248,248,3010000,3010000-103-2005-00006,영업/정상,39.36,100869,서울특별시 중구 황학동 657-6번지 (지하1층) ,서울특별시 중구 퇴계로87길 26 (황학동,(지하1층)),4575,2021-12-11 21:00:00,201797.6608,451600.7621,127.0182455,37.56668906
249,249,3010000,3010000-103-2005-00009,영업/정상,139.03,100871,서울특별시 중구 황학동 2492번지 (지하1층) ,서울특별시 중구 난계로11길 5 (황학동,(지하1층)),4575,2021-12-12 21:00:00,201976.1194,451492.7718,127.0202652,37.56571573
250,250,3010000,3010000-103-2008-00002,영업/정상,149.51,100873,서울특별시 중구 회현동1가 65 렉스호텔 지하1층,서울특별시 중구 퇴계로10길 23 (회현동1가,렉스호텔 지하1층),4632,2021-12-13 21:00:00,198249.7588,450711.483,126.9780892,37.55867659
251,251,3010000,3010000-103-2009-00003,영업/정상,148.48,100862,서울특별시 중구 충무로4가 132-3 지하1층 ,서울특별시 중구 퇴계로 209, 지하1층 (충무로4가),4557,2021-12-14 21:00:00,199495.1532,451041.9764,126.992184,37.56165592
252,252,3010000,3010000-103-2009-00004,영업/정상,88.3,100-819,서울특별시 중구 신당동 120-9 (2층),서울특별시 중구 퇴계로 422-1 (신당동,(2층)),4577,2021-12-15 21:00:00,201567.1923,451460.577,127.0156365,37.56542641
253,253,3010000,3010000-103-2010-00001,영업/정상,92.42,100411,서울특별시 중구 광희동1가 174번지 (지하1층) ,서울특별시 중구 마른내로 161-3 (광희동1가,(지하1층)),4561,2021-12-16 21:00:00,200466.695,451383.2242,127.0031802,37.56473061
254,254,3010000,3010000-103-2010-00003,영업/정상,92.64,100032,서울특별시 중구 저동2가 78번지 지하1층(B102,103,104) ,서울특별시 중구 수표로 45 (저동2가,2021-12-17 21:00:00,199018.4667,451463.4827,126.9867881,37.56545322
255,255,3010000,3010000-103-2011-00001,영업/정상,114.6,100819,서울특별시 중구 신당동 140-4 지하1층 ,서울특별시 중구 퇴계로 436 (신당동,지하1층),4578,2021-12-18 21:00:00,201691.9031,451465.6573,127.0170481,37.56547197
256,256,3010000,3010000-103-2012-00003,영업/정상,102.28,100411,서울특별시 중구 광희동1가 189-1번지 2층 ,서울특별시 중구 마른내로 167, 2층 (광희동1가),4561,2021-12-19 21:00:00,200512.3144,451371.9641,127.0036966,37.56462914
257,257,3010000,3010000-103-2014-00001,영업/정상,111.67,100310,서울특별시 중구 오장동 139-11번지 지하1층 ,서울특별시 중구 을지로36길 35 (오장동, 지하1층),4547,2021-12-20 21:00:00,200092.1659,451408.6993,126.9989411,37.56496022
258,258,3010000,3010000-103-2014-00002,영업/정상,102.15,100-195,서울특별시 중구 을지로5가 275-6 지하1층,서울특별시 중구 동호로 350, 지하1층 (을지로5가),4561,2021-12-21 21:00:00,200168.8391,451476.043,126.9998089,37.56556698
259,259,3010000,3010000-103-2014-00004,영업/정상,93.45,100013,서울특별시 중구 충무로3가 56-1 2층 ,서울특별시 중구 수표로6길 32, 2층 (충무로3가),4554,2021-12-22 21:00:00,199229.9205,451163.7958,126.9891819,37.56275329
260,260,3010000,3010000-103-2016-00001,영업/정상,128.76,100814,서울특별시 중구 서소문동 57-7 지하1층,서울특별시 중구 서소문로 101 (서소문동, 지하1층),4516,2021-12-23 21:00:00,197492.6595,451177.6294,126.9695189,37.56287472
261,261,3010000,3010000-103-2016-00002,영업/정상,144.07,100845,서울특별시 중구 을지로2가 101-28 3층 ,서울특별시 중구 을지로9길 8, 3층 (을지로2가),4542,2021-12-24 21:00:00,198914.045,451592.0099,126.985606,37.56661111
262,262,3010000,3010000-103-2016-00003,영업/정상,116.3,100450,서울특별시 중구 신당동 100-3번지 2층 ,서울특별시 중구 퇴계로 406 (신당동, 2층),4577,2021-12-25 21:00:00,201397.8563,451435.4905,127.0137198,37.56520065
263,263,3010000,3010000-103-2018-00001,영업/정상,128.93,100869,서울특별시 중구 황학동 710번지 ,서울특별시 중구 퇴계로 443, 지하1층 (황학동),4576,2021-12-26 21:00:00,201780.5406,451506.8824,127.0180515,37.56584325
264,264,3010000,3010000-103-2018-00002,영업/정상,66.6,100879,서울특별시 중구 흥인동 96번지 ,서울특별시 중구 퇴계로 407, 2층 (흥인동),4570,2021-12-27 21:00:00,201429.7532,451480.2409,127.0140809,37.5656038
265,265,3010000,3010000-103-2018-00003,영업/정상,247.27,100281,서울특별시 중구 인현동1가 141-2번지 호운빌딩 ,서울특별시 중구 충무로 22, 호운빌딩 지하 층 (인현동1가),4556,2021-12-28 21:00:00,199336.0093,451201.8239,126.9903826,37.56309601
